Score,Name of the Person,Quote,Video Title,Link to Video,Timestamp
4,Josh Chalo and Ionizers Speaker,test back in the engineering Wing another thing we're doing is Ryan Hathaway is really leading an effort to test some Petri dishes and then,"Josh, Chalo, and Ionizers",https://vimeo.com/458553471#t=205s,[03:25]
4,Josh Chalo and Ionizers Speaker,there's some other things we we may try out that are not on the results comma we've gotten some really good contracts and it's been,"Josh, Chalo, and Ionizers",https://vimeo.com/458553471#t=224s,[03:44]
4,Josh Chalo and Ionizers Speaker,a good it's been a big win for us late this year and I guess we're expecting we're hoping that that's going to grow interest,"Josh, Chalo, and Ionizers",https://vimeo.com/458553471#t=243s,[04:03]
5,Josh Chalo and Ionizers Speaker,with with indoor air quality help us move forward with our typical traditional yeah absolutely I think it's going to bridge school districts and other,"Josh, Chalo, and Ionizers",https://vimeo.com/458553471#t=260s,[04:20]
6,Josh Chalo and Ionizers Speaker,people are more focused on saying but the great thing about five years now to improve energy thank you very much,"Josh, Chalo, and Ionizers",https://vimeo.com/458553471#t=281s,[04:41]
1,LED Retrofit Demo Speaker,hey Google play,LED Retrofit Demo,https://vimeo.com/1099448767#t=0s,[00:00]
7,Effie Morris,as we create a learning environment for the children of Lake Worth we take everything into consideration whether it's the curriculum hiring the very best,"Lake Worth, case study",https://vimeo.com/647005651#t=0s,[00:00]
7,Effie Morris,teacher for the classroom how is the lighting how's the temperature are the kids going to be in a comfortable learning situation I think our,"Lake Worth, case study",https://vimeo.com/647005651#t=10s,[00:10]
5,Effie Morris,concern was with HVAC units that need to be replaced but also in assessing Financial because we do want to be good stewards of the,"Lake Worth, case study",https://vimeo.com/647005651#t=19s,[00:19]
8,Effie Morris,money for taxpayers there were several places we could save money and so we need to move forward and get along range playing in place,"Lake Worth, case study",https://vimeo.com/647005651#t=28s,[00:28]
1,Effie Morris,the night that you did presentations to the school board I feel like they were allowed questions and they were handled very well I feel,"Lake Worth, case study",https://vimeo.com/647005651#t=37s,[00:37]
6,Effie Morris,like when that evening was over the board had a very good understanding of where we were going while we were going there support E3,"Lake Worth, case study",https://vimeo.com/647005651#t=46s,[00:46]
5,Effie Morris,provided for us I think we made some wise financial decisions the lighting that each Ray replaced for us I can already tell you it's,"Lake Worth, case study",https://vimeo.com/647005651#t=55s,[00:55]
7,Lake Worth,made a better and learning environment one of our gyms is probably 60 years old and the lighting and they are it's much more inviting,"Lake Worth, case study",https://vimeo.com/647005651#t=63s,[01:03]
9,Lake Worth,to our students plus we're saving money because it's much more efficient exterior lighting has been huge and some of our schools open early in,"Lake Worth, case study",https://vimeo.com/647005651#t=72s,[01:12]
5,Lake Worth,the morning sometimes before the Sun is up and I think that brings some security to the teachers and staff members who are entering before,"Lake Worth, case study",https://vimeo.com/647005651#t=82s,[01:22]
5,Lake Worth,students in the mornings before that come in and when they're finished and I think the fact that we know that we could call you,"Lake Worth, case study",https://vimeo.com/647005651#t=91s,[01:31]
4,Lake Worth,later on for support that you're going to be there for us,"Lake Worth, case study",https://vimeo.com/647005651#t=100s,[01:40]
4,Lead Incentive Part 2 Speaker,hey man I wanted to thank you so much for hooking me up with Robert at the Pearl he got me with Michelle and it,"Lead Incentive, Part 2",https://vimeo.com/878750396#t=0s,[00:00]
4,Lead Incentive Part 2 Speaker,looks like it's going to end up being a really good project oh that's awesome Robert and I are good old friend so I know,"Lead Incentive, Part 2",https://vimeo.com/878750396#t=9s,[00:09]
4,Lead Incentive Part 2 Speaker,they needed a bunch of help I'm glad we're getting something done out there so what's next I mean nothing we've got it looks like,"Lead Incentive, Part 2",https://vimeo.com/878750396#t=19s,[00:19]
4,Lead Incentive Part 2 Speaker,"it's going to be about a 3 million dollar project so that's about $5,500 in commission for you at the end of the project oh","Lead Incentive, Part 2",https://vimeo.com/878750396#t=30s,[00:30]
4,Lead Incentive Part 2 Speaker,that's sweet all right well I'll be at the next meeting out there for sure no no you don't need to be in another meeting,"Lead Incentive, Part 2",https://vimeo.com/878750396#t=41s,[00:41]
4,Lead Incentive Part 2 Speaker,I've got it no meeting nothing so well how about this then no meeting I've got extra tickets to the musical Cats coming up will,"Lead Incentive, Part 2",https://vimeo.com/878750396#t=51s,[00:51]
6,Lead Incentive Part 2 Speaker,go we'll talk at intermission business it'll be great no no you're good all right I don't know so maybe maybe how about this we,"Lead Incentive, Part 2",https://vimeo.com/878750396#t=62s,[01:02]
6,Lead Incentive Part 2 Speaker,take them out on the town we go clubbing dancing I've been working on my moves it'll be a great time look at this like,"Lead Incentive, Part 2",https://vimeo.com/878750396#t=73s,[01:13]
4,Lead Incentive Part 2 Speaker,hang on hang on I'll be right back absolutely no no I got it all right come on I'm ready to go where did you,"Lead Incentive, Part 2",https://vimeo.com/878750396#t=83s,[01:23]
8,Lead Incentive Part 2 Speaker,get that it doesn't matter if we were leaving now we can still make happy hour come on I'll be great man,"Lead Incentive, Part 2",https://vimeo.com/878750396#t=93s,[01:33]
4,Los Angeles,1700 what would you do I would drive an hour of course to the casino and see if I can double it or triple it,Lead Incentive Program Announcement,https://vimeo.com/868464502#t=0s,[00:00]
4,Los Angei,or quadruplets is that a word I don't know I have 1700,Lead Incentive Program Announcement,https://vimeo.com/868464502#t=65s,[01:05]
4,Andrew Peters,it was very exciting that our fifth graders were doing some studies in science about saving energy and serving and they did some research as,Learning opportunity for students.mp4,https://vimeo.com/671226031#t=0s,[00:00]
6,Andrew Peters,a Young Elementary students and came up with this idea that we could apply for a Cinco Grant and get funding for an LED project,Learning opportunity for students.mp4,https://vimeo.com/671226031#t=9s,[00:09]
4,Andrew Peters,little do they know we were already thinking about it and talking about it so it was really fun to bring them together and bring,Learning opportunity for students.mp4,https://vimeo.com/671226031#t=17s,[00:17]
7,Andrew Peters,Tasmanian E3 to the table and everybody gets to talk about saving energy with the lighting project and right now call Willis been approved and,Learning opportunity for students.mp4,https://vimeo.com/671226031#t=26s,[00:26]
5,Andrew Peters,we're about to take on that project so now these kids are sixth graders and so we're excited that he's going to come back and,Learning opportunity for students.mp4,https://vimeo.com/671226031#t=35s,[00:35]
10,Andrew Peters,talk to them about energy conservation as well and we're able to save the taxpayers money improve lighting for schools and her kids are all,Learning opportunity for students.mp4,https://vimeo.com/671226031#t=43s,[00:43]
4,Andrew Peters,part of learning about the importance of taking care of their environment,Learning opportunity for students.mp4,https://vimeo.com/671226031#t=53s,[00:53]
6,Judd Marshalll,I think kids come from a lot of different environments the nuclear family is not what the nuclear family was it's a very different look,"Lessons In Learning - Judd Marshall, Superintendent,  Mount Pleasant ISD",https://vimeo.com/990652002#t=0s,[00:00]
5,Judd Marshalll,it is what it is they bring a different set of issues concerns problems and even values to our classrooms and so sometimes those things,"Lessons In Learning - Judd Marshall, Superintendent,  Mount Pleasant ISD",https://vimeo.com/990652002#t=11s,[00:11]
4,Judd Marshalll,contribute to learning so it's not all bad it's not all good it's just different and we have had to learn to adapt to that,"Lessons In Learning - Judd Marshall, Superintendent,  Mount Pleasant ISD",https://vimeo.com/990652002#t=22s,[00:22]
5,Mount Pleasant IST,because we do have to do things for kids now that I didn't have to do 29 years ago when I started we can either,"Lessons In Learning - Judd Marshall, Superintendent,  Mount Pleasant ISD",https://vimeo.com/990652002#t=33s,[00:33]
6,Mount Pleasant IST,adjust and meet him at the door the way they come to us we're going to fail my grandmother my great-grandmother I was mowing her,"Lessons In Learning - Judd Marshall, Superintendent,  Mount Pleasant ISD",https://vimeo.com/990652002#t=42s,[00:42]
4,Mount Pleasant IST,yard I had to come home from college and it's hot and I was tired and she said you know son what's wrong and I,"Lessons In Learning - Judd Marshall, Superintendent,  Mount Pleasant ISD",https://vimeo.com/990652002#t=53s,[00:53]
5,Mount Pleasant IST,just said Mama I'm not ready to go back to school and she said what and she said I'm just not ready about to college,"Lessons In Learning - Judd Marshall, Superintendent,  Mount Pleasant ISD",https://vimeo.com/990652002#t=62s,[01:02]
4,Mount Pleasant IST,it's hot and all that and I just I don't want to go back and she said let me tell you something education is something,"Lessons In Learning - Judd Marshall, Superintendent,  Mount Pleasant ISD",https://vimeo.com/990652002#t=72s,[01:12]
4,Mount Pleasant IST,that no one can ever take for me they can never take that from you I have a sixth grade education you don't want to,"Lessons In Learning - Judd Marshall, Superintendent,  Mount Pleasant ISD",https://vimeo.com/990652002#t=82s,[01:22]
5,Mount Pleasant IST,do what I had to do to make a living you go back to school and you get your degree and you make the world,"Lessons In Learning - Judd Marshall, Superintendent,  Mount Pleasant ISD",https://vimeo.com/990652002#t=91s,[01:31]
4,Mount Pleasant IST,a better place and I said okay and so it kind of changed my attitude and and went back to college and of course I,"Lessons In Learning - Judd Marshall, Superintendent,  Mount Pleasant ISD",https://vimeo.com/990652002#t=100s,[01:40]
5,Mount Pleasant IST,finished up and I said that to say this nothing there's no paycheck that you can get no paycheck that beats watching those kids walk,"Lessons In Learning - Judd Marshall, Superintendent,  Mount Pleasant ISD",https://vimeo.com/990652002#t=110s,[01:50]
5,Mount Pleasant IST,across the stage on graduation night kids that you're like there's no way in the world this kid is going to finish as a freshman,"Lessons In Learning - Judd Marshall, Superintendent,  Mount Pleasant ISD",https://vimeo.com/990652002#t=121s,[02:01]
4,Mount Pleasant IST,and it brings tears to your eyes because you know you had a small part and some success that they've had the private program the,"Lessons In Learning - Judd Marshall, Superintendent,  Mount Pleasant ISD",https://vimeo.com/990652002#t=132s,[02:12]
4,Mount Pleasant IST,relationship that we have with Amber's is a program to where we can continue to grow our own we have staff that work in our,"Lessons In Learning - Judd Marshall, Superintendent,  Mount Pleasant ISD",https://vimeo.com/990652002#t=142s,[02:22]
4,Mount Pleasant IST,district that don't have college degrees and so the pride pathway program is where am I supposed to go we hired somebody here last week,"Lessons In Learning - Judd Marshall, Superintendent,  Mount Pleasant ISD",https://vimeo.com/990652002#t=153s,[02:33]
4,Mount Pleasant IST,and he brought tears to my eyes because they never thought they would make the kind of money they're going to make us a first-year,"Lessons In Learning - Judd Marshall, Superintendent,  Mount Pleasant ISD",https://vimeo.com/990652002#t=164s,[02:44]
5,Mount Pleasant IST,teacher at Mount Pleasant Iowa State and they were one of those kids and I'm thinking there's no way they're going to get crossed that,"Lessons In Learning - Judd Marshall, Superintendent,  Mount Pleasant ISD",https://vimeo.com/990652002#t=175s,[02:55]
4,Mount Pleasant IST,stage and they did and they made something themselves and I'm really proud of that that that's what makes it worth it is,"Lessons In Learning - Judd Marshall, Superintendent,  Mount Pleasant ISD",https://vimeo.com/990652002#t=186s,[03:06]
4,Mike Lamb,I would say I'm competitive being competitive like she want to win makes you want to do well what makes me competitive well strangely enough,"Lessons In Learning - Mike Lamb, Superintendent, Little Elm ISD",https://vimeo.com/946653874#t=0s,[00:00]
4,Mike Lamb,I would say I think my math skills and ability have helped me a lot and Leadership and if I were to ask anybody what,"Lessons In Learning - Mike Lamb, Superintendent, Little Elm ISD",https://vimeo.com/946653874#t=12s,[00:12]
4,Mike Lamb,did you not like about math what would you guess most people would say lots of people the hardest part about math is reading that,"Lessons In Learning - Mike Lamb, Superintendent, Little Elm ISD",https://vimeo.com/946653874#t=22s,[00:22]
4,Mike Lamb,problem and sticking with it draw pictures that's competitive to me I was good at math because I was competitive because I didn't want that,"Lessons In Learning - Mike Lamb, Superintendent, Little Elm ISD",https://vimeo.com/946653874#t=33s,[00:33]
4,Mike Lamb,page to beat me as a young child I think a lot of people would say I wasn't very competitive because I lost a lot,"Lessons In Learning - Mike Lamb, Superintendent, Little Elm ISD",https://vimeo.com/946653874#t=45s,[00:45]
4,Mike Lamb,when was that about I somewhere along the way to I just want to play I don't really care if I win or lose I,"Lessons In Learning - Mike Lamb, Superintendent, Little Elm ISD",https://vimeo.com/946653874#t=55s,[00:55]
4,Mike Lamb,just want to play I don't want to argue I don't want to fight I don't want to try to set the alarm to be,"Lessons In Learning - Mike Lamb, Superintendent, Little Elm ISD",https://vimeo.com/946653874#t=64s,[01:04]
4,Mike Lamb,out here and play and most of the time that meant particularly when I was young I got beat a lot I remember kickboxing on,"Lessons In Learning - Mike Lamb, Superintendent, Little Elm ISD",https://vimeo.com/946653874#t=73s,[01:13]
5,Mike Lamb,the trampoline he would beat me at everything we did but playing with those older kids so to speak later on paid off you know,"Lessons In Learning - Mike Lamb, Superintendent, Little Elm ISD",https://vimeo.com/946653874#t=84s,[01:24]
4,Mike Lamb,really well and in my ability to to finally start winning I think those Hard Times helped helped push me through you know sometimes where,"Lessons In Learning - Mike Lamb, Superintendent, Little Elm ISD",https://vimeo.com/946653874#t=95s,[01:35]
5,Mike Lamb,it all kind of caught up and and then being competitive and being able to win led to things like a football scholarship and the,"Lessons In Learning - Mike Lamb, Superintendent, Little Elm ISD",https://vimeo.com/946653874#t=107s,[01:47]
4,Mike Lamb,ability to get a math degree and so all of it just circles up and ties together you can't be afraid to fail you learn,"Lessons In Learning - Mike Lamb, Superintendent, Little Elm ISD",https://vimeo.com/946653874#t=118s,[01:58]
6,Mike Lamb,so much from failure trying over and over you think about all the great adventure and how many how many iterations now we had gotten,"Lessons In Learning - Mike Lamb, Superintendent, Little Elm ISD",https://vimeo.com/946653874#t=128s,[02:08]
1,Mike Lamb,to a point in education where we thought we had to have the right answer quickly or things weren't good and and now I think,"Lessons In Learning - Mike Lamb, Superintendent, Little Elm ISD",https://vimeo.com/946653874#t=140s,[02:20]
4,Mike Lamb,we're starting to see and learn that we've got to create some uncomfortable scenarios we've got to create some places where you're going to learn,"Lessons In Learning - Mike Lamb, Superintendent, Little Elm ISD",https://vimeo.com/946653874#t=150s,[02:30]
4,Mike Lamb,as much from the failure as yours is the success I left Commerce playing and I went to work in Lindale worked in Lindale for,"Lessons In Learning - Mike Lamb, Superintendent, Little Elm ISD",https://vimeo.com/946653874#t=163s,[02:43]
4,Mike Lamb,8 years went to McKinney went to Huntsville went to 40 and all those times I was never very close to Commerce close enough to,"Lessons In Learning - Mike Lamb, Superintendent, Little Elm ISD",https://vimeo.com/946653874#t=174s,[02:54]
4,Mike Lamb,feel connected that kind of thing but I think we remember when I got the Silver Springs job which is 15 minutes from Connor's saying,"Lessons In Learning - Mike Lamb, Superintendent, Little Elm ISD",https://vimeo.com/946653874#t=185s,[03:05]
4,Mike Lamb,to myself I want to get involved I want to help the college that helped me so much so living close to Commerce I got,"Lessons In Learning - Mike Lamb, Superintendent, Little Elm ISD",https://vimeo.com/946653874#t=196s,[03:16]
4,Mike Lamb,involved didn't take long before I was asked to be president of Texas A&M Commerce is Alumni Association and again just just getting involved giving,"Lessons In Learning - Mike Lamb, Superintendent, Little Elm ISD",https://vimeo.com/946653874#t=206s,[03:26]
5,Mike Lamb,back thinking I'm doing something worthy by helping other students come here that that need to have the same experience I had helping in scholarship,"Lessons In Learning - Mike Lamb, Superintendent, Little Elm ISD",https://vimeo.com/946653874#t=219s,[03:39]
4,Mike Lamb,development for those maybe that can't afford it just doing something bigger and better,"Lessons In Learning - Mike Lamb, Superintendent, Little Elm ISD",https://vimeo.com/946653874#t=232s,[03:52]
5,Dr. Shannon Trejo,I have a mantra I think it's important to have an idea that you live by it's something that I believe in that I've installed,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1086130989#t=0s,[00:00]
5,Dr. Shannon Trejo,in my own children and that I've instilled in the the children that have taught and in the leaders that have worked with throughout my,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1086130989#t=8s,[00:08]
1,Dr. Shannon Trejo,career my Mantra is out by him and Venom out facial it is a Latin phrase that means I will find a way or I,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1086130989#t=17s,[00:17]
4,Dr. Shannon Trejo,will make one I grew up in Pasadena Texas which is a suburb of Houston and was fortunate enough to be in a family with,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1086130989#t=24s,[00:24]
8,Dr. Shannon Trejo,lots of resources and great parents and a great school district and didn't really understand that there wasn't a lot of kids out there that,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1086130989#t=32s,[00:32]
5,Dr. Shannon Trejo,weren't exactly like me I came out of high school thinking I knew what my is it going to be I came from a lot,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1086130989#t=41s,[00:41]
5,Dr. Shannon Trejo,of business background real estate background I was tutoring at an elementary school in South Austin almost immediately the kid has set down we started,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1086130989#t=48s,[00:48]
4,Dr. Shannon Trejo,to open our books to read and the teacher came over and was like I'm sorry sweetheart you know these three children they moved off,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1086130989#t=58s,[00:58]
4,Dr. Shannon Trejo,to the side and everybody watched them go off into that corner and was like what's going on myself included what's happening so afterwards I,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1086130989#t=67s,[01:07]
4,Dr. Shannon Trejo,went back to the teacher and just said can you tell me what happened what can I do differently I'd really love to have them,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1086130989#t=76s,[01:16]
4,Dr. Shannon Trejo,be a part of the group and she said oh no they don't speaking English so they're going to be placed in special education so,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1086130989#t=84s,[01:24]
1,Dr. Shannon Trejo,I asked a lot of questions about how do they get to learning English and I thought I'm going to do something can I do,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1086130989#t=93s,[01:33]
4,Dr. Shannon Trejo,something about this what do I do why don't speak Spanish so I might need to learn so I left the country I moved abroad,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1086130989#t=100s,[01:40]
4,Dr. Shannon Trejo,and lived overseas and learn Spanish learned what it was like to be in a culture that was completely different and learned a lot about,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1086130989#t=108s,[01:48]
4,Dr. Shannon Trejo,what assimilation is I learned a lot about appreciating different cultures and I learned a whole lot about appreciating the United States and and what,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1086130989#t=117s,[01:57]
4,Dr. Shannon Trejo,their what was here so I came back and started my career as a third grade bilingual teacher already wants to be told they're capable,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1086130989#t=127s,[02:07]
4,Dr. Shannon Trejo,of Ray wants to be told you're smart you can do this and I think that's where the Mantra comes from right it's never a,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1086130989#t=136s,[02:16]
1,Dr. Shannon Trejo,question of if you can or you can't it's just a question of how hard are you willing to work to get there and how,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1086130989#t=144s,[02:24]
4,Dr. Shannon Trejo,will you be to get through those barriers that may be in your way East Texas A&M University was a natural choice for me and,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1086130989#t=151s,[02:31]
5,Dr. Shannon Trejo,when it came to you seeking my my superintendent certificate one of the things I really appreciated one was Dr Parra who led the program,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1086130989#t=160s,[02:40]
8,Dr. Shannon Trejo,because I acknowledge for him early on what my weaknesses were programmatically I'm great after 30 years of experience and in the school system I,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1086130989#t=169s,[02:49]
4,Dr. Shannon Trejo,know certain things that I could do well and one of them that I could not do as well was really thinking about Budget Finance,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1086130989#t=178s,[02:58]
4,Dr. Shannon Trejo,and the numbers side I understood kind of high level but as a superintendent that's not enough you really have to understand how the numbers,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1086130989#t=187s,[03:07]
5,Dr. Shannon Trejo,work to be able to guide a district and help stay out of financial trouble understanding contracts understand Bond systems sometimes it's about confidence but,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1086130989#t=196s,[03:16]
4,Dr. Shannon Trejo,sometimes it's about really do you know do you know your stuff this particular program at East Texas A&M University with the superintendency certificate was,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1086130989#t=206s,[03:26]
4,Dr. Shannon Trejo,very much what I would call Hands-On and experiential that it is activities and experiences you're going to board meetings you're meeting with your Mentor,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1086130989#t=217s,[03:37]
4,Dr. Shannon Trejo,superintendent you're walking through actual scenarios that that superintendent and and the experiences that the professor has been through and so you feel like you're,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1086130989#t=227s,[03:47]
5,Dr. Shannon Trejo,walking out with like this could have been me sitting in this chair walking through these navigating these experiences and understanding the community understanding stuff,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1086130989#t=238s,[03:58]
4,Dr. Shannon Trejo,and understanding the board and at the end of the day staying focused on what really matters which is just,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1086130989#t=249s,[04:09]
5,Dr. Shannon Trejo,I have a mantra I think it's important to have an idea that you live by it's something that I believe in that I've installed,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1103263307#t=0s,[00:00]
5,Dr. Shannon Trejo,in my own children and that I've instilled in the the children that have taught and in the leaders that have worked with throughout my,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1103263307#t=8s,[00:08]
1,Dr. Shannon Trejo,career my Mantra is out by him and Venom out facial it is a Latin phrase that means I will find a way or I,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1103263307#t=17s,[00:17]
4,Dr. Shannon Trejo,will make one I grew up in Pasadena Texas which is a suburb of Houston and was fortunate enough to be in a family with,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1103263307#t=24s,[00:24]
8,Dr. Shannon Trejo,lots of resources and great parents and a great school district and didn't really understand that there wasn't a lot of kids out there that,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1103263307#t=32s,[00:32]
5,Dr. Shannon Trejo,weren't exactly like me I came out of high school thinking I knew what my is it going to be I came from a lot,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1103263307#t=41s,[00:41]
5,Dr. Shannon Trejo,of business background real estate background I was tutoring at an elementary school in South Austin almost immediately the kid has set down we started,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1103263307#t=48s,[00:48]
4,Dr. Shannon Trejo,to open our books to read and the teacher came over and was like I'm sorry sweetheart you know these three children they moved off,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1103263307#t=58s,[00:58]
4,Dr. Shannon Trejo,to the side and everybody watched them go off into that corner and was like what's going on myself included what's happening so afterwards I,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1103263307#t=67s,[01:07]
4,Dr. Shannon Trejo,went back to the teacher and just said can you tell me what happened what can I do differently I'd really love to have them,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1103263307#t=76s,[01:16]
4,Dr. Shannon Trejo,be a part of the group and she said oh no they don't speaking English so they're going to be placed in special education so,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1103263307#t=84s,[01:24]
1,Dr. Shannon Trejo,I asked a lot of questions about how do they get to learning English and I thought I'm going to do something can I do,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1103263307#t=93s,[01:33]
4,Dr. Shannon Trejo,something about this what do I do why don't speak Spanish so I might need to learn so I left the country I moved abroad,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1103263307#t=100s,[01:40]
4,Dr. Shannon Trejo,and lived overseas and learn Spanish learned what it was like to be in a culture that was completely different and learned a lot about,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1103263307#t=108s,[01:48]
4,Dr. Shannon Trejo,what assimilation is I learned a lot about appreciating different cultures and I learned a whole lot about appreciating the United States and and what,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1103263307#t=117s,[01:57]
4,Dr. Shannon Trejo,their what was here so I came back and started my career as a third grade bilingual teacher already wants to be told they're capable,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1103263307#t=127s,[02:07]
4,Dr. Shannon Trejo,of Ray wants to be told you're smart you can do this and I think that's where the Mantra comes from right it's never a,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1103263307#t=136s,[02:16]
1,Dr. Shannon Trejo,question of if you can or you can't it's just a question of how hard are you willing to work to get there and how,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1103263307#t=144s,[02:24]
4,Dr. Shannon Trejo,will you be to get through those barriers that may be in your way East Texas A&M University was a natural choice for me and,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1103263307#t=151s,[02:31]
5,Dr. Shannon Trejo,when it came to you seeking my my superintendent certificate one of the things I really appreciated one was Dr Parra who led the program,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1103263307#t=160s,[02:40]
8,Dr. Shannon Trejo,because I acknowledge for him early on what my weaknesses were programmatically I'm great after 30 years of experience and in the school system I,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1103263307#t=169s,[02:49]
4,Dr. Shannon Trejo,know certain things that I could do well and one of them that I could not do as well was really thinking about Budget Finance,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1103263307#t=178s,[02:58]
4,Dr. Shannon Trejo,and the numbers side I understood kind of high level but as a superintendent that's not enough you really have to understand how the numbers,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1103263307#t=187s,[03:07]
5,Dr. Shannon Trejo,work to be able to guide a district and help stay out of financial trouble understanding contracts understand Bond systems sometimes it's about confidence but,"Lessons In Learning - Shannon Trejo, Deputy Commissioner of Schools Programs, Texas Education Agency",https://vimeo.com/1103263307#t=196s,[03:16]
